t	in	out	motor
10408.0	63.82	63.46	64.15
10410.0	63.77	63.40	64.08
10412.0	63.74	63.35	64.92
10414.0	63.76	63.30	65.83
10416.0	63.80	63.25	66.87
10418.0	63.88	63.21	68.02
10420.0	63.98	63.17	69.22
10422.0	64.09	63.14	70.41
10424.0	64.20	63.12	71.53
10426.0	64.32	63.12	72.56
10428.0	64.44	63.12	73.48
10430.0	64.56	63.13	74.30
10432.0	64.67	63.15	75.01
10434.0	64.77	63.18	75.63
10436.0	64.87	63.22	76.17
10438.0	64.97	63.26	76.64
10440.0	65.06	63.31	77.05
10442.0	65.15	63.36	77.21
10444.0	65.22	63.42	77.30
10446.0	65.28	63.48	77.37
10448.0	65.34	63.54	77.41
10450.0	65.40	63.61	77.44
10452.0	65.45	63.67	77.47
10454.0	65.51	63.73	77.50
10456.0	65.57	63.80	77.54
10458.0	65.62	63.86	77.57
10460.0	65.68	63.92	77.61
10462.0	65.74	63.98	77.65
10464.0	65.80	64.04	77.70
10466.0	65.86	64.10	77.75
10468.0	65.91	64.16	77.79
10470.0	65.97	64.22	77.84
10472.0	66.01	64.28	76.90
10474.0	65.99	64.34	75.75
10476.0	65.93	64.39	74.57
10478.0	65.85	64.44	73.45
10480.0	65.76	64.48	72.41
10482.0	65.67	64.51	71.47
10484.0	65.57	64.54	70.64
10486.0	65.48	64.55	69.90
10488.0	65.40	64.55	69.25
10490.0	65.32	64.55	68.67
10492.0	65.25	64.54	68.17
10494.0	65.18	64.52	67.73
10496.0	65.11	64.50	67.34
10498.0	65.05	64.47	67.00
10500.0	64.98	64.44	66.70
10502.0	64.93	64.40	66.80
10504.0	64.90	64.37	67.01
10506.0	64.89	64.33	67.36
10508.0	64.89	64.29	67.80
10510.0	64.91	64.25	68.32
10512.0	64.94	64.22	68.85
10514.0	64.98	64.19	69.38
10516.0	65.02	64.16	69.88
10518.0	65.06	64.14	70.34
10520.0	65.10	64.12	70.76
10522.0	65.14	64.11	71.12
10524.0	65.17	64.11	71.45
10526.0	65.21	64.10	71.73
10528.0	65.24	64.11	71.97
10530.0	65.27	64.11	72.18
10532.0	65.31	64.12	72.70
10534.0	65.36	64.13	73.21
10536.0	65.42	64.14	73.68
10538.0	65.48	64.15	74.11
10540.0	65.54	64.17	74.49
10542.0	65.61	64.20	74.82
10544.0	65.67	64.22	75.12
10546.0	65.73	64.25	75.38
10548.0	65.79	64.28	75.61
10550.0	65.84	64.32	75.81
10552.0	65.90	64.36	75.98
10554.0	65.95	64.39	76.14
10556.0	66.00	64.43	76.28
10558.0	66.05	64.48	76.40
10560.0	66.10	64.52	76.51
10562.0	66.13	64.56	75.74
10564.0	66.11	64.60	74.74
10566.0	66.05	64.65	73.69
10568.0	65.97	64.68	72.68
10570.0	65.88	64.71	71.73
10572.0	65.79	64.73	70.88
10574.0	65.70	64.75	70.11
10576.0	65.61	64.75	69.43
10578.0	65.53	64.75	68.83
10580.0	65.45	64.74	68.31
10582.0	65.37	64.72	67.85
10584.0	65.30	64.70	67.46
10586.0	65.24	64.67	67.12
10588.0	65.17	64.63	66.83
10590.0	65.11	64.60	66.60
10592.0	65.07	64.56	66.93
10594.0	65.05	64.52	67.36
10596.0	65.06	64.48	67.96
10598.0	65.10	64.44	68.72
10600.0	65.15	64.40	69.58
10602.0	65.22	64.37	70.46
10604.0	65.30	64.35	71.33
10606.0	65.39	64.33	72.15
10608.0	65.47	64.32	72.89
10610.0	65.56	64.32	73.55
10612.0	65.64	64.33	74.14
10614.0	65.71	64.34	74.65
10616.0	65.79	64.36	75.09
10618.0	65.86	64.38	75.47
10620.0	65.92	64.41	75.81
10622.0	65.96	64.45	75.22
10624.0	65.95	64.48	74.32
10626.0	65.90	64.52	73.32
10628.0	65.83	64.55	72.34
10630.0	65.74	64.58	71.42
10632.0	65.64	64.60	70.57
10634.0	65.55	64.61	69.81
10636.0	65.46	64.61	69.13
10638.0	65.37	64.61	68.54
10640.0	65.29	64.60	68.02
10642.0	65.22	64.58	67.58
10644.0	65.15	64.55	67.20
10646.0	65.08	64.52	66.90
10648.0	65.02	64.49	66.64
10650.0	64.96	64.45	66.42
10652.0	64.90	64.41	66.18
10654.0	64.84	64.37	65.97
10656.0	64.78	64.33	65.79
10658.0	64.73	64.28	65.63
10660.0	64.67	64.24	65.50
10662.0	64.61	64.19	65.38
10664.0	64.56	64.14	65.27
10666.0	64.50	64.09	65.18
10668.0	64.45	64.04	65.10
10670.0	64.40	63.99	65.03
10672.0	64.34	63.94	64.96
10674.0	64.29	63.89	64.90
10676.0	64.24	63.84	64.84
10678.0	64.19	63.79	64.79
10680.0	64.14	63.74	64.74
10682.0	64.09	63.69	64.83
10684.0	64.05	63.64	64.96
10686.0	64.02	63.59	65.15
10688.0	64.00	63.54	65.37
10690.0	63.98	63.49	65.62
10692.0	63.97	63.45	65.89
10694.0	63.96	63.41	66.15
10696.0	63.96	63.37	66.41
10698.0	63.95	63.33	66.65
10700.0	63.95	63.29	66.87
10702.0	63.94	63.26	67.07
10704.0	63.94	63.23	67.25
10706.0	63.93	63.20	67.40
10708.0	63.93	63.18	67.53
10710.0	63.92	63.15	67.64
10712.0	63.92	63.13	67.97
10714.0	63.93	63.11	68.29
10716.0	63.95	63.09	68.57
10718.0	63.96	63.08	68.82
10720.0	63.98	63.07	69.05
10722.0	64.00	63.06	69.24
10724.0	64.01	63.05	69.42
10726.0	64.03	63.04	69.56
10728.0	64.04	63.04	69.69
10730.0	64.05	63.03	69.80
10732.0	64.06	63.03	69.89
10734.0	64.07	63.03	69.98
10736.0	64.08	63.04	70.04
10738.0	64.09	63.04	70.10
10740.0	64.10	63.04	70.15
10742.0	64.11	63.04	70.30
10744.0	64.12	63.05	70.47
10746.0	64.14	63.05	70.63
10748.0	64.17	63.06	70.79
10750.0	64.19	63.07	70.93
10752.0	64.21	63.07	71.07
10754.0	64.24	63.08	71.19
10756.0	64.26	63.09	71.30
10758.0	64.28	63.11	71.39
10760.0	64.30	63.12	71.48
10762.0	64.33	63.13	71.55
10764.0	64.35	63.15	71.62
10766.0	64.37	63.16	71.68
10768.0	64.39	63.18	71.73
10770.0	64.41	63.19	71.78
10772.0	64.42	63.21	71.44
10774.0	64.41	63.23	71.07
10776.0	64.38	63.24	70.69
10778.0	64.36	63.26	70.33
10780.0	64.32	63.27	69.99
10782.0	64.29	63.27	69.69
10784.0	64.26	63.28	69.42
10786.0	64.23	63.28	69.18
10788.0	64.20	63.28	68.97
10790.0	64.17	63.28	68.78
10792.0	64.15	63.27	68.62
10794.0	64.12	63.26	68.48
10796.0	64.10	63.25	68.35
10798.0	64.07	63.24	68.24
10800.0	64.05	63.23	68.15
10802.0	64.03	63.22	68.14
10804.0	64.02	63.20	68.15
10806.0	64.01	63.19	68.16
10808.0	63.99	63.17	68.17
10810.0	63.98	63.16	68.18
10812.0	63.97	63.14	68.19
10814.0	63.96	63.13	68.20
10816.0	63.95	63.11	68.21
10818.0	63.94	63.10	68.21
10820.0	63.93	63.09	68.22
10822.0	63.92	63.07	68.22
10824.0	63.91	63.06	68.22
10826.0	63.89	63.05	68.21
10828.0	63.88	63.03	68.21
10830.0	63.87	63.02	68.21
10832.0	63.86	63.01	68.32
10834.0	63.86	63.00	68.50
10836.0	63.87	62.99	68.73
10838.0	63.88	62.97	68.96
10840.0	63.90	62.96	69.19
10842.0	63.92	62.96	69.42
10844.0	63.94	62.95	69.62
10846.0	63.96	62.95	69.80
10848.0	63.98	62.95	69.96
10850.0	64.00	62.95	70.11
10852.0	64.01	62.95	70.23
10854.0	64.03	62.95	70.34
10856.0	64.05	62.96	70.43
10858.0	64.06	62.96	70.52
10860.0	64.08	62.97	70.59
10862.0	64.09	62.98	70.70
10864.0	64.11	62.98	70.79
10866.0	64.13	62.99	70.87
10868.0	64.14	63.00	70.94
10870.0	64.16	63.01	71.01
10872.0	64.18	63.03	71.06
10874.0	64.19	63.04	71.11
10876.0	64.21	63.05	71.15
10878.0	64.22	63.06	71.19
10880.0	64.24	63.07	71.23
10882.0	64.26	63.09	71.26
10884.0	64.27	63.10	71.29
10886.0	64.29	63.11	71.31
10888.0	64.30	63.13	71.34
10890.0	64.31	63.14	71.36
10892.0	64.33	63.15	71.54
10894.0	64.36	63.17	71.73
10896.0	64.39	63.18	71.91
10898.0	64.42	63.20	72.09
10900.0	64.46	63.22	72.26
10902.0	64.49	63.23	72.41
10904.0	64.53	63.25	72.54
10906.0	64.56	63.27	72.66
10908.0	64.60	63.29	72.77
10910.0	64.63	63.32	72.86
10912.0	64.66	63.34	72.95
10914.0	64.69	63.36	73.03
10916.0	64.72	63.39	73.09
10918.0	64.75	63.41	73.16
10920.0	64.78	63.44	73.21
10922.0	64.81	63.47	73.28
10924.0	64.84	63.49	73.34
10926.0	64.87	63.52	73.40
10928.0	64.90	63.55	73.45
10930.0	64.93	63.57	73.50
10932.0	64.96	63.60	73.54
10934.0	64.99	63.63	73.58
10936.0	65.02	63.66	73.62
10938.0	65.05	63.69	73.66
10940.0	65.08	63.71	73.70
10942.0	65.11	63.74	73.73
10944.0	65.14	63.77	73.77
10946.0	65.17	63.80	73.80
10948.0	65.19	63.83	73.83
10950.0	65.22	63.86	73.86
10952.0	65.24	63.88	73.43
10954.0	65.23	63.91	72.88
10956.0	65.20	63.94	72.30
10958.0	65.16	63.96	71.73
10960.0	65.12	63.98	71.20
10962.0	65.07	64.00	70.71
10964.0	65.02	64.01	70.27
10966.0	64.97	64.01	69.88
10968.0	64.93	64.01	69.53
10970.0	64.89	64.01	69.22
10972.0	64.85	64.00	68.95
10974.0	64.81	63.99	68.72
10976.0	64.77	63.98	68.51
10978.0	64.73	63.97	68.33
10980.0	64.70	63.95	68.17
10982.0	64.67	63.93	68.07
10984.0	64.64	63.91	67.98
10986.0	64.61	63.89	67.92
10988.0	64.58	63.86	67.86
10990.0	64.56	63.84	67.81
10992.0	64.53	63.81	67.77
10994.0	64.51	63.79	67.73
10996.0	64.48	63.77	67.70
10998.0	64.46	63.74	67.67
11000.0	64.43	63.72	67.64
11002.0	64.41	63.69	67.61
11004.0	64.38	63.67	67.59
11006.0	64.36	63.64	67.56
11008.0	64.33	63.62	67.54
11010.0	64.31	63.59	67.51
11012.0	64.31	63.57	68.42
11014.0	64.36	63.55	69.44
11016.0	64.44	63.53	70.51
11018.0	64.54	63.51	71.57
11020.0	64.65	63.50	72.57
11022.0	64.77	63.50	73.49
11024.0	64.88	63.51	74.31
11026.0	65.00	63.53	75.05
11028.0	65.10	63.55	75.69
11030.0	65.21	63.59	76.25
11032.0	65.30	63.63	76.74
11034.0	65.40	63.67	77.17
11036.0	65.49	63.72	77.54
11038.0	65.57	63.78	77.87
11040.0	65.66	63.84	78.15
11042.0	65.71	63.90	77.23
11044.0	65.70	63.96	76.12
11046.0	65.65	64.02	75.00
11048.0	65.58	64.07	73.94
11050.0	65.50	64.12	72.96
11052.0	65.42	64.16	72.08
11054.0	65.34	64.19	71.29
11056.0	65.26	64.22	70.60
11058.0	65.19	64.23	69.99
11060.0	65.12	64.24	69.46
11062.0	65.06	64.23	68.99
11064.0	65.01	64.23	68.59
11066.0	64.95	64.21	68.24
11068.0	64.90	64.20	67.93
11070.0	64.85	64.18	67.66
11072.0	64.82	64.15	68.03
11074.0	64.82	64.12	68.53
11076.0	64.85	64.10	69.11
11078.0	64.89	64.07	69.74
11080.0	64.95	64.05	70.37
11082.0	65.01	64.04	70.97
11084.0	65.07	64.02	71.54
11086.0	65.13	64.02	72.05
11088.0	65.19	64.02	72.50
11090.0	65.24	64.02	72.90
11092.0	65.30	64.03	73.25
11094.0	65.35	64.04	73.56
11096.0	65.40	64.06	73.82
11098.0	65.44	64.08	74.06
11100.0	65.49	64.10	74.26
11102.0	65.53	64.13	74.62
11104.0	65.59	64.16	75.04
11106.0	65.66	64.19	75.47
11108.0	65.73	64.22	75.87
11110.0	65.80	64.26	76.25
11112.0	65.88	64.29	76.60
11114.0	65.96	64.33	76.90
11116.0	66.03	64.38	77.18
11118.0	66.10	64.43	77.42
11120.0	66.17	64.47	77.64
11122.0	66.24	64.53	77.83
11124.0	66.31	64.58	78.00
11126.0	66.38	64.63	78.16
11128.0	66.44	64.69	78.30
11130.0	66.51	64.74	78.43
11132.0	66.55	64.80	77.64
11134.0	66.54	64.86	76.64
11136.0	66.50	64.91	75.62
11138.0	66.43	64.96	74.63
11140.0	66.36	65.01	73.72
11142.0	66.28	65.04	72.90
11144.0	66.21	65.07	72.16
11146.0	66.14	65.09	71.51
11148.0	66.07	65.10	70.93
11150.0	66.01	65.10	70.43
11152.0	65.95	65.10	69.99
11154.0	65.89	65.09	69.61
11156.0	65.84	65.08	69.28
11158.0	65.79	65.06	68.98
11160.0	65.74	65.04	68.73
11162.0	65.70	65.02	68.76
11164.0	65.68	64.99	68.85
11166.0	65.66	64.96	68.99
11168.0	65.65	64.93	69.15
11170.0	65.65	64.91	69.31
11172.0	65.65	64.88	69.48
11174.0	65.65	64.86	69.65
11176.0	65.65	64.83	69.80
11178.0	65.65	64.81	69.93
11180.0	65.65	64.79	70.05
11182.0	65.65	64.77	70.16
11184.0	65.65	64.76	70.25
11186.0	65.64	64.74	70.33
11188.0	65.64	64.73	70.40
11190.0	65.64	64.72	70.46
11192.0	65.66	64.71	71.39
11194.0	65.72	64.70	72.40
11196.0	65.81	64.69	73.41
11198.0	65.92	64.69	74.39
11200.0	66.03	64.70	75.29
11202.0	66.15	64.71	76.11
11204.0	66.26	64.73	76.84
11206.0	66.37	64.76	77.48
11208.0	66.48	64.80	78.04
11210.0	66.58	64.84	78.53
11212.0	66.68	64.89	78.96
11214.0	66.77	64.94	79.33
11216.0	66.86	65.00	79.66
11218.0	66.95	65.06	79.95
11220.0	67.03	65.12	80.20
11222.0	67.08	65.19	79.12
11224.0	67.07	65.26	77.83
11226.0	67.00	65.32	76.54
11228.0	66.92	65.38	75.32
11230.0	66.82	65.43	74.20
11232.0	66.72	65.47	73.19
11234.0	66.63	65.50	72.30
11236.0	66.54	65.52	71.51
11238.0	66.45	65.53	70.81
11240.0	66.37	65.53	70.20
11242.0	66.30	65.53	69.67
11244.0	66.23	65.51	69.21
11246.0	66.16	65.49	68.80
11248.0	66.10	65.47	68.44
11250.0	66.04	65.44	68.13
11252.0	65.98	65.41	67.87
11254.0	65.92	65.37	67.62
11256.0	65.86	65.33	67.40
11258.0	65.80	65.29	67.19
11260.0	65.74	65.25	67.01
11262.0	65.69	65.21	66.83
11264.0	65.63	65.16	66.67
11266.0	65.57	65.12	66.53
11268.0	65.51	65.07	66.39
11270.0	65.46	65.02	66.27
11272.0	65.40	64.97	66.16
11274.0	65.34	64.92	66.05
11276.0	65.29	64.87	65.96
11278.0	65.23	64.82	65.87
11280.0	65.18	64.77	65.78
11282.0	65.13	64.72	66.05
11284.0	65.11	64.67	66.39
11286.0	65.10	64.62	66.82
11288.0	65.10	64.57	67.36
11290.0	65.12	64.52	67.98
11292.0	65.15	64.48	68.63
11294.0	65.19	64.44	69.27
11296.0	65.24	64.41	69.89
11298.0	65.29	64.39	70.45
11300.0	65.34	64.37	70.97
11302.0	65.38	64.36	71.42
11304.0	65.43	64.35	71.82
11306.0	65.47	64.34	72.17
11308.0	65.50	64.34	72.47
11310.0	65.54	64.35	72.73
11312.0	65.57	64.36	72.95
11314.0	65.61	64.37	73.11
11316.0	65.63	64.38	73.24
11318.0	65.66	64.40	73.33
11320.0	65.68	64.41	73.41
11322.0	65.71	64.43	73.47
11324.0	65.73	64.45	73.53
11326.0	65.75	64.47	73.57
11328.0	65.77	64.49	73.61
11330.0	65.79	64.51	73.65
11332.0	65.81	64.53	73.68
11334.0	65.83	64.55	73.71
11336.0	65.85	64.57	73.74
11338.0	65.87	64.59	73.76
11340.0	65.89	64.61	73.79
11342.0	65.92	64.63	74.13
11344.0	65.97	64.65	74.54
11346.0	66.02	64.67	74.96
11348.0	66.09	64.69	75.37
11350.0	66.16	64.72	75.76
11352.0	66.23	64.75	76.11
11354.0	66.30	64.78	76.43
11356.0	66.37	64.81	76.71
11358.0	66.43	64.85	76.96
11360.0	66.50	64.89	77.18
11362.0	66.56	64.93	77.37
11364.0	66.62	64.98	77.55
11366.0	66.68	65.02	77.70
11368.0	66.74	65.07	77.84
11370.0	66.79	65.12	77.96
11372.0	66.85	65.17	78.18
11374.0	66.92	65.22	78.31
11376.0	66.98	65.27	78.38
11378.0	67.03	65.32	78.42
11380.0	67.08	65.37	78.45
11382.0	67.13	65.43	78.47
11384.0	67.18	65.48	78.48
11386.0	67.23	65.53	78.50
11388.0	67.28	65.59	78.52
11390.0	67.33	65.64	78.54
11392.0	67.38	65.69	78.57
11394.0	67.42	65.74	78.60
11396.0	67.47	65.79	78.63
11398.0	67.52	65.84	78.66
11400.0	67.57	65.89	78.70
11402.0	67.59	65.94	77.81
11404.0	67.57	65.99	76.82
11406.0	67.52	66.04	75.84
11408.0	67.45	66.08	74.92
11410.0	67.38	66.11	74.08
11412.0	67.30	66.14	73.32
11414.0	67.23	66.15	72.64
11416.0	67.15	66.16	72.05
11418.0	67.09	66.17	71.52
11420.0	67.02	66.16	71.06
11422.0	66.96	66.15	70.66
11424.0	66.91	66.14	70.30
11426.0	66.85	66.12	69.99
11428.0	66.80	66.10	69.72
11430.0	66.75	66.07	69.49
11432.0	66.71	66.04	69.58
11434.0	66.69	66.01	69.75
11436.0	66.68	65.98	69.99
11438.0	66.68	65.95	70.26
11440.0	66.68	65.92	70.54
11442.0	66.69	65.89	70.82
11444.0	66.70	65.87	71.08
11446.0	66.71	65.84	71.33
11448.0	66.73	65.82	71.55
11450.0	66.74	65.81	71.75
11452.0	66.75	65.79	71.92
11454.0	66.76	65.78	72.07
11456.0	66.76	65.77	72.20
11458.0	66.77	65.76	72.31
11460.0	66.77	65.75	72.41
11462.0	66.79	65.75	72.88
11464.0	66.82	65.74	73.35
11466.0	66.87	65.74	73.79
11468.0	66.91	65.74	74.20
11470.0	66.96	65.75	74.56
11472.0	67.01	65.75	74.89
11474.0	67.06	65.76	75.17
11476.0	67.11	65.78	75.43
11478.0	67.15	65.80	75.65
11480.0	67.19	65.81	75.84
11482.0	67.23	65.84	76.01
11484.0	67.27	65.86	76.16
11486.0	67.31	65.89	76.29
11488.0	67.34	65.91	76.40
11490.0	67.38	65.94	76.50
11492.0	67.42	65.97	76.65
11494.0	67.46	66.00	76.89
11496.0	67.51	66.03	77.16
11498.0	67.56	66.06	77.45
11500.0	67.62	66.09	77.73
11502.0	67.68	66.13	78.00
11504.0	67.75	66.16	78.24
11506.0	67.81	66.20	78.46
11508.0	67.87	66.24	78.65
11510.0	67.93	66.28	78.83
11512.0	67.99	66.33	78.98
11514.0	68.04	66.37	79.12
11516.0	68.10	66.42	79.25
11518.0	68.16	66.47	79.37
11520.0	68.21	66.52	79.47
11522.0	68.25	66.56	78.81
11524.0	68.24	66.61	77.99
11526.0	68.21	66.66	77.14
11528.0	68.16	66.70	76.32
11530.0	68.10	66.74	75.56
11532.0	68.03	66.77	74.88
11534.0	67.97	66.79	74.26
11536.0	67.91	66.81	73.72
11538.0	67.86	66.82	73.25
11540.0	67.81	66.82	72.84
11542.0	67.76	66.82	72.48
11544.0	67.72	66.82	72.16
11546.0	67.67	66.81	71.89
11548.0	67.63	66.79	71.66
11550.0	67.60	66.78	71.45
11552.0	67.56	66.76	71.24
11554.0	67.52	66.74	71.04
11556.0	67.48	66.71	70.85
11558.0	67.44	66.69	70.67
11560.0	67.40	66.66	70.51
11562.0	67.35	66.64	70.35
11564.0	67.31	66.61	70.21
11566.0	67.27	66.58	70.08
11568.0	67.23	66.55	69.97
11570.0	67.19	66.51	69.86
11572.0	67.15	66.48	69.76
11574.0	67.11	66.45	69.67
11576.0	67.07	66.42	69.59
11578.0	67.03	66.38	69.52
11580.0	66.99	66.35	69.44
11582.0	66.99	66.31	70.65
11584.0	67.05	66.28	71.98
11586.0	67.16	66.25	73.36
11588.0	67.28	66.22	74.72
11590.0	67.42	66.21	76.01
11592.0	67.57	66.20	77.19
11594.0	67.71	66.21	78.25
11596.0	67.85	66.23	79.18
11598.0	67.98	66.26	80.01
11600.0	68.11	66.30	80.72
11602.0	68.23	66.35	81.35
11604.0	68.35	66.40	81.89
11606.0	68.46	66.46	82.36
11608.0	68.57	66.53	82.77
11610.0	68.67	66.60	83.14
11612.0	68.75	66.68	82.46
11614.0	68.78	66.75	81.70
11616.0	68.77	66.83	80.94
11618.0	68.75	66.90	80.23
11620.0	68.73	66.97	79.59
11622.0	68.71	67.03	79.02
11624.0	68.69	67.09	78.53
11626.0	68.67	67.14	78.11
11628.0	68.66	67.18	77.75
11630.0	68.65	67.22	77.44
11632.0	68.65	67.25	77.18
11634.0	68.65	67.28	76.96
11636.0	68.65	67.31	76.78
11638.0	68.65	67.33	76.63
11640.0	68.65	67.35	76.51
11642.0	68.66	67.37	76.46
11644.0	68.67	67.39	76.50
11646.0	68.69	67.40	76.58
11648.0	68.71	67.42	76.68
11650.0	68.74	67.44	76.80
11652.0	68.77	67.45	76.91
11654.0	68.80	67.47	77.02
11656.0	68.83	67.48	77.12
11658.0	68.85	67.50	77.21
11660.0	68.88	67.52	77.29
11662.0	68.91	67.54	77.37
11664.0	68.94	67.56	77.43
11666.0	68.96	67.58	77.49
11668.0	68.99	67.60	77.55
11670.0	69.01	67.62	77.60
11672.0	69.05	67.64	78.08
11674.0	69.11	67.67	78.62
11676.0	69.18	67.69	79.15
11678.0	69.26	67.72	79.65
11680.0	69.34	67.75	80.12
11682.0	69.43	67.78	80.54
11684.0	69.51	67.82	80.91
11686.0	69.59	67.86	81.24
11688.0	69.67	67.91	81.53
11690.0	69.74	67.95	81.79
11692.0	69.82	68.01	82.01
11694.0	69.89	68.06	82.21
11696.0	69.96	68.11	82.39
11698.0	70.03	68.17	82.56
11700.0	70.10	68.23	82.70
11702.0	70.17	68.29	82.92
11704.0	70.24	68.35	83.08
11706.0	70.31	68.41	83.21
11708.0	70.38	68.47	83.31
11710.0	70.44	68.53	83.40
11712.0	70.51	68.59	83.48
11714.0	70.57	68.66	83.55
11716.0	70.64	68.72	83.62
11718.0	70.70	68.78	83.69
11720.0	70.77	68.85	83.75
11722.0	70.83	68.91	83.82
11724.0	70.89	68.98	83.88
11726.0	70.96	69.04	83.95
11728.0	71.02	69.10	84.01
11730.0	71.08	69.17	84.08
11732.0	71.15	69.23	84.09
11734.0	71.21	69.29	84.12
11736.0	71.27	69.35	84.17
11738.0	71.33	69.42	84.22
11740.0	71.39	69.48	84.28
11742.0	71.45	69.54	84.34
11744.0	71.51	69.60	84.40
11746.0	71.57	69.66	84.47
11748.0	71.63	69.73	84.53
11750.0	71.70	69.79	84.60
11752.0	71.76	69.85	84.66
11754.0	71.82	69.91	84.72
11756.0	71.88	69.97	84.79
11758.0	71.94	70.03	84.85
11760.0	72.01	70.09	84.92
11762.0	72.06	70.15	84.52
11764.0	72.08	70.21	84.01
11766.0	72.09	70.27	83.49
11768.0	72.08	70.33	82.98
11770.0	72.07	70.38	82.51
11772.0	72.06	70.43	82.10
11774.0	72.05	70.47	81.73
11776.0	72.04	70.51	81.41
11778.0	72.04	70.55	81.14
11780.0	72.03	70.58	80.91
11782.0	72.03	70.60	80.71
11784.0	72.03	70.63	80.54
11786.0	72.04	70.65	80.41
11788.0	72.04	70.67	80.29
11790.0	72.05	70.69	80.19
11792.0	72.06	70.70	80.31
11794.0	72.08	70.72	80.45
11796.0	72.11	70.73	80.59
11798.0	72.14	70.75	80.73
11800.0	72.17	70.76	80.86
11802.0	72.20	70.78	80.98
11804.0	72.23	70.80	81.09
11806.0	72.26	70.81	81.18
11808.0	72.29	70.83	81.27
11810.0	72.31	70.85	81.35
11812.0	72.34	70.88	81.42
11814.0	72.37	70.90	81.48
11816.0	72.40	70.92	81.54
11818.0	72.42	70.94	81.60
11820.0	72.45	70.96	81.64
11822.0	72.46	70.99	81.17
11824.0	72.45	71.01	80.70
11826.0	72.42	71.03	80.25
11828.0	72.39	71.05	79.85
11830.0	72.36	71.07	79.49
11832.0	72.33	71.08	79.17
11834.0	72.29	71.09	78.89
11836.0	72.27	71.09	78.64
11838.0	72.24	71.10	78.43
11840.0	72.21	71.10	78.25
11842.0	72.19	71.09	78.09
11844.0	72.17	71.09	77.96
11846.0	72.15	71.08	77.84
11848.0	72.13	71.07	77.74
11850.0	72.11	71.06	77.65
11852.0	72.10	71.05	77.94
11854.0	72.12	71.04	78.25
11856.0	72.14	71.03	78.57
11858.0	72.16	71.02	78.87
11860.0	72.19	71.01	79.16
11862.0	72.22	71.01	79.41
11864.0	72.25	71.01	79.64
11866.0	72.28	71.01	79.84
11868.0	72.31	71.01	80.02
11870.0	72.33	71.01	80.17
11872.0	72.35	71.02	80.30
11874.0	72.38	71.03	80.42
11876.0	72.40	71.04	80.52
11878.0	72.42	71.05	80.61
11880.0	72.44	71.06	80.68
11882.0	72.44	71.08	80.19
11884.0	72.42	71.09	79.59
11886.0	72.37	71.10	78.97
11888.0	72.31	71.11	78.36
11890.0	72.24	71.12	77.78
11892.0	72.17	71.12	77.26
11894.0	72.11	71.11	76.78
11896.0	72.04	71.10	76.35
11898.0	71.98	71.09	75.97
11900.0	71.92	71.07	75.62
11902.0	71.86	71.05	75.32
11904.0	71.80	71.02	75.05
11906.0	71.74	70.99	74.81
11908.0	71.69	70.96	74.60
11910.0	71.64	70.92	74.41
11912.0	71.60	70.89	74.64
11914.0	71.58	70.85	74.94
11916.0	71.57	70.81	75.29
11918.0	71.58	70.77	75.65
11920.0	71.59	70.74	76.02
11922.0	71.61	70.71	76.37
11924.0	71.63	70.68	76.70
11926.0	71.64	70.65	77.00
11928.0	71.66	70.63	77.27
11930.0	71.68	70.61	77.50
11932.0	71.69	70.60	77.71
11934.0	71.70	70.59	77.89
11936.0	71.71	70.58	78.04
11938.0	71.72	70.57	78.17
11940.0	71.73	70.57	78.29
11942.0	71.76	70.56	78.93
11944.0	71.81	70.56	79.65
11946.0	71.87	70.56	80.38
11948.0	71.95	70.57	81.07
11950.0	72.04	70.58	81.71
11952.0	72.13	70.59	82.29
11954.0	72.21	70.61	82.80
11956.0	72.29	70.64	83.26
11958.0	72.37	70.67	83.66
11960.0	72.45	70.71	84.01
11962.0	72.52	70.75	84.31
11964.0	72.59	70.79	84.58
11966.0	72.66	70.83	84.81
11968.0	72.73	70.88	85.02
11970.0	72.79	70.93	85.20
11972.0	72.84	70.99	84.62
11974.0	72.85	71.04	83.89
11976.0	72.82	71.09	83.14
11978.0	72.79	71.14	82.42
11980.0	72.74	71.18	81.75
11982.0	72.70	71.22	81.15
11984.0	72.65	71.25	80.61
11986.0	72.61	71.28	80.14
11988.0	72.58	71.30	79.73
11990.0	72.54	71.31	79.37
11992.0	72.51	71.32	79.06
11994.0	72.48	71.32	78.79
11996.0	72.45	71.32	78.56
11998.0	72.43	71.32	78.37
12000.0	72.40	71.32	78.20
12002.0	72.38	71.31	78.07
12004.0	72.36	71.30	78.04
12006.0	72.35	71.29	78.07
12008.0	72.34	71.28	78.15
12010.0	72.34	71.27	78.24
12012.0	72.35	71.26	78.35
12014.0	72.35	71.25	78.45
12016.0	72.35	71.24	78.55
12018.0	72.36	71.23	78.63
12020.0	72.36	71.22	78.71
12022.0	72.37	71.22	78.78
12024.0	72.37	71.21	78.84
12026.0	72.37	71.21	78.89
12028.0	72.38	71.20	78.94
12030.0	72.38	71.20	78.98
12032.0	72.37	71.20	78.69
12034.0	72.34	71.19	78.31
12036.0	72.30	71.19	77.90
12038.0	72.25	71.19	77.49
12040.0	72.20	71.18	77.09
12042.0	72.14	71.17	76.72
12044.0	72.09	71.15	76.39
12046.0	72.03	71.14	76.08
12048.0	71.98	71.12	75.80
12050.0	71.92	71.09	75.56
12052.0	71.87	71.07	75.34
